"word","freq"
"loses",2
"losing",2
"loss",22
"losses",4
"lots",19
"loud",1
"louder",2
"love",13
"loved",2
"lovely",2
"lover",2
"lovers",2
"lowered",4
"lowering",4
"lowest",3
"loyalty",4
"ls",10
"lucid",2
"luck",2
"lucky",6
"lucrative",5
"luggage",2
"lumber",2
"lumbering",2
"lunar",2
"lunch",10
"lunches",2
"lunchtime",1
"lung",2
"lush",2
"luxurious",3
"luxury",12
"lying",1
"ma",6
"mac",1
"mace",2
"machine",21
"machinery",2
"magazine",5
"magazines",3
"magic",2
"magical",4
"magnesium",2
"magnetic",2
"magnificent",6
"magnitude",3
"maiden",2
"mainland",4
"maintain",16
"maintained",2
"maintaining",16
"maintains",2
"maintenance",4
"majoring",3
"majority",22
"maker",2
"makers",10
"makeup",1
"maladies",2
"malaria",8
"male",16
"malls",4
"malt",4
"mammal",3
"mammals",7
"mammoths",20
"manage",13
"manageable",2
"managed",7
"manager's",2
"managerial",2
"manages",2
"managing",11
"mandibles",2
"mane",2
"manifest",2
"manifold",1
"manipulate",3
"manipulated",2
"manipulation",1
"mankind's",3
"manner",2
"mansion",2
"manufacture",16
"manufactured",5
"manufacturer",10
"manufacturers",6
"manure",1
"manuscript",2
"manuscripts",2
"maple",2
"maples",2
"mapped",4
"maps",10
"march",2
"marching",2
"marina",2
"mariner",2
"mariners",2
"maritime",2
"mark",11
"marked",11
"marker",6
"marketed",4
"marking",1
"marks",12
"marries",2
"mart",1
"martin",23
"marvels",2
"masculine",1
"maser",2
"masks",2
"mass",17
"masses",4
"massive",9
"massively",2
"masted",2
"master",6
"master's",1
"mastering",2
"masterpiece",3
"masterpieces",1
"masters",4
"mastery",2
"matched",7
"matching",7
"mate",5
"math",1
"mathematical",12
"mathematician",1
"mathematicians",1
"matte",1
"matter",23
"matters",18
"matures",2
"mausoleum",2
"maximize",4
"maximum",2
"mayor",2
"maze",5
"meal",4
"meals",8
"meaningful",13
"meaningless",2
"meanings",2
"meant",22
"measly",1
"measure",22
"measured",21
"measurement",6
"measurements",2
"measuring",14
"mechanical",9
"mechanically",4
"mechanism",3
"mechanisms",4
"medal",2
"medic",2
"medication",2
"medicinal",6
"medicine",20
"medicines",6
"medieval",4
"medium",4
"meeting",19
"meetings",12
"meets",6
"melodic",2
"melt",4
"meltdown",2
"melted",2
"melting",5
"membership",12
"memorable",2
"memories",12
"memory",16
"men's",1
"menace",5
"menses",2
"mental",12
"mentality",3
"mentally",4
"mentions",8
"mentors",2
"menus",2
"merchandise",1
"merchant",4
"merchants",11
"mercury",14
"mere",2
"merge",1
"merits",2
"mess",2
"message",7
"messages",6
"messy",1
"met",20
"metabolic",1
"metal",6
"metals",3
"metamorphose",6
"metamorphosis",2
"metaphor",1
"metaphysics",2
"methane",2
"method",17
"methodologies",2
"methodology",6
"meticulously",1
"metric",1
"metrics",2
"mi",15
"miasma",2
"miasmas",4
"mice",2
"micro",2
"microbes",5
"microfinance",2
"microorganisms",12
"microphones",2
"microscopes",2
"microscopic",2
"mid",14
"middlemen",1
"midnight",1
"migrate",1
"migrating",7
"migrations",3
"migratory",2
"mike",4
"mil",2
"milder",2
"mildly",4
"mileage",2
"miles",8
"milestone",2
"military",3
"milk",6
"millennia",17
"millennium",4
"miller",7
"millimeters",2
"millions",22
"millipedes",2
"mimic",1
"mimicked",2
"minded",5
"mindful",4
"minds",3
"mindset",4
"mine",9
"miner",6
"minerals",4
"miners",6
"mines",2
"minimal",6
"minimum",12
"mining",2
"ministry",2
"minor",6
"minster",4
"minted",2
"minuscule",2
"mirror",2
"miscellaneous",2
"miserable",2
"misfortunes",2
"misguided",4
"mishandled",1
"mishandling",2
"misinterpret",2
"misleading",4
"misled",1
"mismanaged",2
"mismatch",1
"miss",5
"missed",4
"misses",2
"missing",13
"mission",3
"mistake",10
"mistaken",2
"mistakes",9
"misunderstand",2
"misunderstandings",3
"misunderstood",2
"misused",2
"mite",2
"mitigate",10
"mitigating",2
"mix",6
"mixed",11
"mixer",3
"mixture",5
"mixtures",2
"mm",6
"mo",14
"mobile",11
"mobility",18
"modal",2
"modality",2
"mode",1
"model",14
"modeled",2
"models",13
"modem",5
"modernist",2
"modes",14
"modest",2
"modification",2
"modifications",2
"modified",3
"modify",6
"module",10
"moist",2
"moisture",4
"molasses",2
"mole",10
"molecular",4
"molecule",4
"molecules",6
"molten",2
"mom",2
"moment",18
"moments",6
"moms",2
"monetary",2
"monitored",4
"monitoring",2
"monkeys",2
"monks",2
"monologue",2
"monopoly",17
"monorails",1
"monsoon",4
"monsoons",1
"monstrosity",1
"monument",9
"monumental",4
"monuments",4
"mood",1
"moods",2
"moon",4
"moose",2
"mope",4
"moral",14
"morale",4
"moralistic",2
"morality",2
"morals",2
"morning",10
"morocco",4
"morsels",1
"mortality",6
"mos",1
"mosquitoes",2
"mot",1
"motels",2
"mother",10
"mothering",1
"motherly",2
"mothers",4
"motifs",2
"motion",1
"motivate",9
"motivated",14
"motivates",6
"motivating",4
"motivation",20
"motivational",2
"motivations",4
"motivator",2
"motivators",2
"motive",4
"motives",2
"motor",10
"motoring",2
"motorized",1
"motors",1
"motto",2
"mount",5
"mountain",21
"mountaineer",2
"mountainous",7
"mountains",17
"mounted",2
"mounting",4
"mourners",2
"mouse",2
"mouth",7
"movable",1
"movements",12
"moves",5
"movie",2
"movies",4
"moving",23
"ms",5
"mt",2
"mu",1
"mud",4
"mulberry",4
"mules",4
"multi",5
"multilingual",4
"multiple",6
"multiplication",2
"mum",2
"municipal",2
"municipality",4
"murder",2
"mus",1
"muscle",2
"muscles",2
"museum's",1
"mushroom",4
"mushrooms",1
"musical",19
"musician",1
"musicians",13
"musicologist",2
"mussels",12
"mutations",2
"mutual",2
"mutually",2
"mysterious",2
"mystery",10
"myths",2
"nagging",1
"naked",3
"name's",1
"named",4
"names",5
"naming",1
"nanotechnology",10
"narratives",1
"narrow",7
"narrowed",2
"nasal",1
"nasty",1
"nation",4
"nationality",3
"nations",14
"naturally",5
"nave",2
"navigability",1
"navigate",1
"navigating",1
"navigation",2
"navigational",2
"navigator",1
"nearby",8
"nearer",1
"nearest",4
"neatly",3
"necessarily",12
"necessity",3
"negative",22
"negatively",1
"negatives",2
"neglect",1
"neglected",1
"negotiate",2
"negotiated",1
"negotiations",1
"neighborhood",2
"nerve",1
"nervous",2
"nesting",2
"nests",2
"net",3
"nets",1
"network",4
"networks",5
"neural",5
"neurological",4
"neuron",2
"neurons",10
"neuroscience",3
"neutral",2
"neutrality",1
"newborn",1
"newcomer",1
"newcomers",1
"newly",1
"news",7
"newspaper",1
"newspapers",6
"nice",5
"nicely",2
"niche",3
"niches",2
"nicknames",1
"niece",1
"nifty",1
"night",12
"nightdress",1
"nights",2
"nil",1
"nineteenth",6
"nitrate",2
"nitrogen",2
"noble",2
"noes",1
"noise",18
"noises",3
"nomadic",1
"nominated",1
"nonetheless",1
"noodles",4
"normal",5
"norms",1
"northeastern",1
"northern",12
"northwest",3
"notable",2
"notably",1
"note",10
"noted",7
"notice",5
"noticeable",3
"noticed",1
"noticing",1
"noting",5
"notion",2
"notions",3
"notorious",3
"notwithstanding",2
"noun",1
"nourish",1
"nourishes",2
"novelist",1
"novels",11
"nowadays",12
"noxious",1
"nuance",1
"nuanced",1
"nucleus",2
"number's",1
"numbered",2
"numeral",2
"numerals",2
"numerical",2
"numerous",13
"nurses",3
"nurture",6
"nutcracker",2
"nutrient",1
"nutrients",10
"nutritional",6
"nuts",3
"nylon",3
"o'clock",2
"oak",12
"oaks",2
"oases",2
"ob",5
"obesity",2
"obey",2
"object",4
"objective",14
"objectively",2
"objectivity",2
"objects",22
"obligated",2
"obligation",4
"obligations",2
"oblivious",2
"oboe",1
"obscure",2
"obscured",2
"obscurity",1
"observation",4
"observations",6
"observatory",2
"observe",4
"observed",10
"observer",1
"observers",2
"observes",1
"observing",6
"obsession",2
"obsidian",2
"obstacle",2
"obstacles",2
"obstruction",1
"obtain",6
"obtained",6
"obtaining",4
"occasion",6
"occasional",3
"occasionally",4
"occasions",3
"occidental",2
"occupancy",2
"occupation",9
"occupations",2
"occupied",5
"occupy",2
"occur",7
"occurred",12
"occurrence",8
"occurs",6
"oceans",9
"ocher",1
"octopus",1
"octopuses",2
"odd",1
"offends",2
"offensive",2
"offered",17
"offering",4
"offerings",4
"offers",10
"office",20
"officer",4
"offices",4
"official",20
"officially",2
"officials",13
"offshore",2
"offspring",2
"oft",2
"oi",3
"oil",16
"oils",2
"olive",2
"om",8
"omen",2
"ominous",1
"omissions",1
"omit",1
"omitted",4
"omitting",2
"one's",1
"oneness",2
"oneself",2
"ongoing",2
"onion",4
"onshore",4
"onus",2
"onward",1
"oodles",2
"oozing",2
"op",4
"ope",3
"openings",2
"openly",2
"opera",6
"operate",16
"operated",1
"operates",6
"operating",7
"operation",19
"operational",3
"operations",3
"operative",2
"operatives",2
"operator",2
"operators",2
"opinions",12
"oppose",2
"opposed",11
"opposes",2
"opposing",4
"opposite",14
"opposition",3
"opt",3
"opted",2
"optical",4
"optimal",2
"optimism",6
"optimist",2
"optimistic",6
"optimum",1
"option",10
"optional",1
"options",13
"opulence",2
"oral",11
"orange",8
"orbit",3
"orchestra",2
"orchestras",2
"ordinary",12
"ore",10
"org",8
"organic",10
"organically",1
"organism",4
"organization",4
"organizational",4
"organizations",6
"organized",2
"organs",1
"orientation",2
"oriented",4
"origin",5
"originality",4
"originally",22
"originals",1
"originated",4
"originates",1
"origins",13
"ornate",2
"ostensibly",2
"ostracism",2
"other's",1
"ottoman",2
"outbreaks",2
"outcome",6
"outcomes",16
"outdated",1
"outdoor",12
"outdoors",8
"outer",8
"outgoing",4
"outlandish",1
"outliers",2
"outline",2
"outlook",2
"outmoded",2
"outperform",2
"output",4
"outraged",4
"outreach",2
"outright",4
"outset",2
"outsider",2
"outskirts",2
"outstanding",2
"outward",2
"outweigh",8
"outweighs",2
"oval",2
"oven",2
"overbearing",2
"overcame",2
"overcome",18
"overcoming",4
"overexposure",2
"overfeeding",1
"overhead",4
"overladen",1
"overland",4
"overlays",2
"overload",1
"overloaded",2
"overlook",3
"overlooked",5
"overly",2
"overnight",2
"overpopulation",2
"overpower",2
"overran",2
"overrun",1
"overseas",4
"overshoot",1
"overshooting",2
"oversupply",2
"overtime",4
"overuse",2
"overused",2
"overview",6
"overwhelmed",2
"overwhelming",2
"overwinter",1
"owe",4
"owing",1
"owl",1
"owned",17
"owner",7
"owners",4
"ownership",4
"owning",8
"owns",2
"oxide",4
"oxygen",5
"ozone",2
"pa",8
"pace",4
"packaged",2
"packages",4
"packaging",4
"packed",2
"packers",8
"packets",4
"packing",2
"pads",2
"page",3
"paid",12
"pain",18
"painfully",2
"painkillers",2
"painstakingly",1
"paint",9
"paintbrush",2
"painted",13
"paints",2
"pair",6
"pairs",3
"palace",2
"palaces",2
"pale",3
"palette",2
"palm",13
"palms",4
"pan",2
"panel",4
"panels",2
"panicked",2
"papers",12
"parachutes",1
"parades",1
"paradox",1
"paradoxical",2
"paragraphing",2
"parallels",2
"parasites",4
"parent",4
"parental",2
"parked",4
"parking",15
"parks",7
"parliament",1
"partial",1
"partially",3
"participant",4
"participate",5
"participating",4
"participation",2
"participatory",2
"particles",7
"parties",5
"partly",6
"partner",6
"partners",1
"partnership",3
"pascal",2
"pass",14
"passages",4
"passageway",2
"passed",10
"passenger",19
"passengers",3
"passes",4
"passing",2
"passion",10
"passionate",2
"passionately",2
"passions",2
"passive",2
"passively",2
"passivity",2
"pat",5
"patch",4
"patent",2
"path",10
"pathogenic",4
"pathogens",4
"paths",4
"patience",4
"patient",8
"patients",23
"pattern",21
"pauses",2
"pavement",2
"pavilions",2
"paving",2
"paying",6
"payload",2
"payment",7
"payments",2
"pea",2
"peace",1
"peaceful",1
"peak",4
"peaked",2
"peaks",1
"pear",2
"peasants",3
"peculiar",4
"pedal",4
"pedestrian",7
"pedestrians",10
"pedigree",2
"pedometer",2
"pee",4
"peed",2
"peel",4
"peeling",2
"peer",4
"peering",2
"peers",2
"pen",2
"pencil",5
"penetrate",1
"pennies",2
"people's",16
"peoples",5
"pepper",2
"perceive",6
"perceived",16
"perceives",1
"percent",16
"percentage",14
"percentages",4
"perception",10
"perceptions",6
"perceptual",4
"percussionist",2
"perennial",2
"perfect",8
"perfected",3
"perfectionists",2
"perfectly",8
"perform",21
"performances",4
"performed",13
"performer",3
"performer's",2
"performers",12
"performing",1
"periods",4
"peripheral",2
"permafrost",2
"permanent",6
"permanently",4
"permission",16
"permissions",1
"permitting",2
"perplexed",2
"perplexing",2
"persisted",2
"persistence",2
"persistent",2
"person's",8
"persona",1
"personalities",2
"personality",20
"personally",3
"personnel",6
"perspective",12
"persuaded",3
"persuading",7
"persuasive",4
"pervasive",2
"pesticides",1
"pests",1
"pet",4
"peter",11
"petroleum",2
"pf",2
"pharmaceutical",6
"pharmaceuticals",2
"phase",4
"phenomena",4
"phenomenon",16
"philatelist",2
"philosopher",16
"philosophers",1
"philosophical",2
"philosophies",2
"philosophy",4
"phones",12
"photo",2
"photographed",6
"photographer",10
"photographic",10
"photographing",2
"photography",16
"photos",11
"photosynthesis",4
"phrase",1
"phrases",6
"physically",9
"physician",3
"physicists",1
"physics",19
"physiognomy",1
"pianist",3
"piano",11
"pick",5
"picked",4
"picking",2
"pickles",2
"picnic",4
"picnicking",1
"picture",20
"pictures",15
"pie",1
"piece",12
"pieces",20
"pierce",2
"pierced",2
"pigeon",14
"pigeons",8
"pigment",4
"pigments",6
"pigs",2
"piing",2
"pile",2
"piled",3
"pillars",4
"pilot",6
"pine",2
"pines",1
"pinpoint",1
"pinpointing",4
"pioneer",3
"pioneered",1
"pioneering",4
"pioneers",5
"pipe",6
"piper",6
"pirates",2
"pitch",12
"pitched",4
"pitfalls",2
"pituitary",2
"pity",1
"pivotal",2
"pizza",4
"placebo",2
"placement",8
"placing",2
"plague",2
"plains",9
"plane",2
"planes",4
"planet",14
"planet's",1
"plankton",1
"planned",10
"planner",6
"planners",2
"planning",13
"plant's",1
"plantation",6
"plantations",8
"planted",5
"planting",11
"plaster",2
"plastics",2
"plate",4
"plateau",4
"platforms",1
"platonic",2
"plausible",2
"play's",1
"player",4
"players",6
"playfulness",4
"playground",8
"playing",13
"playlist",2
"plays",12
"playwright",4
"playwrights",2
"plea",1
"pleasant",4
"pleased",4
"pleasing",1
"pleasurable",7
"plenty",13
"pliable",2
"plot",6
"plots",4
"plotted",2
"plummeted",2
"plunging",2
"pm",18
"pocket",2
"pockets",4
"pods",4
"poem",8
"poems",2
"poet",2
"poets",2
"poi",1
"poignant",2
"poison",2
"poisoner",2
"poisonous",2
"poles",4
"police",6
"policymakers",2
"polio",2
"political",13
"politically",2
"politicians",3
"politics",1
"polka",2
"pollen",4
"pollutants",2
"polluted",2
"polluting",6
"polo",2
"polystyrene",2
"pom",2
"poms",2
"pond",2
"poo",1
"pool",17
"pools",1
"poorer",6
"poorly",3
"pop",2
"popped",2
"poppy",4
"popularity",6
"populate",2
"populated",1
"population's",1
"porcelain",6
"port",16
"portable",3
"porter",4
"portion",1
"portrait",4
"portraiture",4
"portray",1
"portrayed",1
"portrays",2
"ports",4
"posed",2
"poses",2
"positioned",2
"positioning",3
"positions",2
"positively",2
"positron",2
"possess",4
"possessed",2
"possesses",2
"possessions",8
"possibilities",7
"possibility",17
"possibly",8
"post",7
"postage",4
"postal",1
"postcards",5
"postcode",6
"poster",2
"posters",2
"postgraduate",5
"postpone",1
"posture",2
"pot",1
"potassium",1
"potent",4
"potentially",9
"pots",4
"pottery",2
"pound",1
"poverty",4
"pow",2
"powder",1
"powered",6
"powerful",14
"powers",6
"pp",13
"pr",3
"practical",15
"practically",2
"practicing",6
"practitioners",2
"prairie",2
"praise",1
"praising",2
"preceded",2
"precedent",2
"preceding",2
"precious",13
"precipitation",3
"precise",17
"precisely",7
"precision",1
"predator",6
"predict",19
"predictable",8
"predicted",4
"predicting",1
"predictions",10
"predictor",2
"predisposition",2
"predominantly",2
"preface",1
"prefer",12
"preferable",2
"preference",5
"preferential",2
"preferred",7
"preferring",4
"prefers",5
"pregnancy",1
"pregnant",3
"prehistoric",5
"prehistory",4
"prejudice",4
"prejudices",2
"premier",4
"premise",2
"premises",1
"preparation",7
"prepare",14
"prepared",9
"preparedness",4
"preparing",10
"preschoolers",2
"prescribed",4
"presence",15
"presentations",2
"preservation",4
"preservative",2
"preserve",20
"preserved",6
"preserving",8
"president",5
"press",17
"pressing",4
"pressured",2
"pressures",4
"prestige",4
"prestigious",4
"presume",1
"presumed",2
"presupposes",2
"presuppositions",2
"pretending",2
"pretty",9
"prevailing",4
"prevalence",2
"prevalent",6
"prevented",5
"preventing",5
"prevention",16
"prevents",5
"previously",17
"prey",12
"preying",2
"priced",2
"pricing",6
"pride",5
"primarily",3
"primary",13
"primates",2
"primitive",8
"prince",1
"principal",6
"principle",9
"principled",8
"print",6
"printed",14
"printer",2
"printing",4
"prints",2
"prior",2
"prioritize",2
"priority",8
"prison",6
"prisoners",4
"pristine",2
"privacy",2
"private",18
"prize",4
"prized",3
"prizes",8
"pro",1
"proactive",4
"probability",4
"probable",1
"procedure",5
"procedures",8
"proceed",2
"proceedings",4
"processed",5
"processing",17
"procession",1
"proclaimed",2
"procurement",4
"producer",5
"producers",10
"produces",12
"productive",10
"productivity",12
"profession",4
"professional",22
"professionalization",2
"professionals",2
"professions",4
"profile",4
"profiles",4
"profitable",6
"profits",18
"profound",4
"program",12
"programmed",2
"programmer",4
"programmer's",2
"programs",14
"progress",23
"progressed",1
"progression",6
"prohibitively",3
"project's",1
"projected",2
"projector",2
"projectors",1
"projects",20
"prolonged",3
"promenade",2
"prominent",6
"promise",1
"promised",2
"promises",3
"promising",7
"promote",12
"promotes",2
"promoting",4
"promotion",14
"prompt",9
"prompted",4
"prompting",2
"prompts",3
"prone",16
"proneness",2
"pronghorn",6
"pronghorns",3
"pronoun",1
"pronouncement",2
"pronunciation",1
"proof",8
"propeller",1
"propelling",2
"proper",2
"properly",4
"properties",9
"property",6
"proponents",2
"proportion",7
"proportions",1
"proposal",6
"proposals",2
"propose",2
"proposed",17
"proposes",4
"proposing",2
"proposition",8
"propositions",2
"propulsion",2
"prosecute",2
"prosecution",2
"prospect",8
"prospective",4
"prospects",6
"prosperous",2
"protected",10
"protecting",12
"protection",6
"protective",3
"protects",4
"prototyping",2
"protruding",1
"prove",13
"proved",20
"proven",8
"proverbs",2
"proves",4
"provider",4
"providing",12
"province",3
"provinces",2
"proving",1
"provision",8
"provisions",2
"pseudoscience",2
"psychic",1
"psychologically",2
"psychologist",12
"psychologists",11
"pt",2
"pubic",2
"publication",3
"publications",3
"publicity",2
"publicly",2
"publisher",2
"publishers",1
"publishes",3
"publishing",1
"puce",2
"pull",2
"pulled",2
"pulling",2
"pulse",4
"pump",3
"pumped",2
"pumps",2
"punch",4
"punctuation",4
"punished",2
"punishment",6
"puny",2
"pupae",2
"pupils",14
"puppet",4
"puppets",2
"purchase",6
"purchased",4
"purchasers",2
"purchases",4
"pure",1
"purely",5
"purified",2
"purify",4
"purifying",2
"purple",6
"purples",2
"purposeless",2
"purse",2
"pursue",3
"pursued",4
"pursuing",2
"pursuit",8
"pursuits",2
"pushed",2
"putting",14
"puzzle",6
"puzzled",2
"puzzles",1
"puzzling",4
"qr",1
"qt",3
"qua",1
"qualification",2
"qualified",2
"qualitative",2
"qualities",18
"quantification",2
"quantified",2
"quantify",1
"quantitative",2
"quantities",10
"quantity",2
"quarried",2
"quarter",6
"quarterly",2
"quarters",4
"quartet",6
"queen",11
"queen's",1
"questing",2
"questionable",2
"questioned",4
"questioning",2
"questionnaire",1
"questionnaires",2
"quick",2
"quicker",4
"quiet",4
"quietly",2
"quintet",2
"quit",2
"quits",2
"quotas",4
"quotation",4
"quote",2
"quoted",2
"quoting",2
"race",11
"races",6
"racks",4
"radiation",3
"radical",9
"radically",1
"radio",1
"raft",4
"rail",8
"rails",12
"railways",7
"rain",12
"rainfall",7
"rains",4
"rainy",2
"raise",16
"raised",12
"raises",2
"raising",9
"ramp",2
"ran",9
"random",6
"randomly",9
"randy",4
"ranges",4
"ranging",11
"rank",2
"ranked",2
"ranks",4
"rapid",13
"rapidly",17
"rare",17
"rarely",7
"rarest",2
"rat",5
"rated",6
"rates",4
"ratio",2
"ration",2
"rational",2
"rats",11
"rattan",3
"ravines",2
"raw",14
"reached",14
"reaches",4
"reaching",12
"react",6
"reactant",4
"reacting",2
"reaction",12
"reactions",14
"reactivated",4
"reader",13
"readers",12
"readily",2
"readings",2
"reads",2
"ready",16
"readying",2
"reaffirm",2
"reaffirming",4
"realignment",2
"realism",5
"realistic",3
"realistically",2
"realities",4
"reality",14
"realize",2
"realized",2
"reappear",8
"rear",6
"reared",1
"reasonable",2
"reasoned",4
"reasoning",9
"rebuild",4
"recall",2
"recalling",2
"recalls",6
"recaptured",1
"recedes",2
"receive",17
"received",8
"receiver",2
"receiving",2
"recesses",2
"recession",2
"recheck",1
"recipes",2
"reckless",3
"reckons",2
"reclining",4
"recognition",15
"recognize",8
"recognized",4
"recoil",2
"recommend",19
"recommendation",4
"recommendations",8
"recommended",6
"recommends",10
"reconcile",2
"reconnecting",1
"reconstruction",1
"reconstructs",1
"record",13
"recording",15
"recordings",5
"records",18
"recover",5
"recovered",1
"recovering",3
"recovery",2
"recreation",2
"recreational",2
"recruit",1
"recruited",4
"recruiting",2
"recruitment",6
"recurring",3
"recycle",2
"recycled",7
"recycling",10
"redder",2
"reddest",2
"redecorated",1
"redeemed",2
"redefined",2
"redevelopment",3
"rediscover",2
"reds",2
"reduced",10
"reduces",12
"reducing",21
"reduction",18
"reductive",2
"redundant",4
"reed",7
"reeds",2
"reel",2
"refer",11
"references",2
"referred",7
"referring",5
"refers",21
"reflect",12
"reflected",11
"reflecting",6
"reflection",3
"reflective",1
"reflects",3
"refracting",1
"refractive",2
"refrigerated",4
"refrigeration",4
"refrigerators",2
"refuge",2
"refurbished",2
"refurbishment",8
"refuses",2
"regained",4
"regard",12
"regarded",9
"regenerate",2
"regeneration",3
"regenerative",2
"region's",1
"regional",4
"register",2
"registering",2
"registration",3
"regrettable",4
"regrowth",2
"regular",21
"regularly",9
"regulate",6
"regulated",1
"regulating",2
"regulation",14
"regulations",8
"regulators",2
"regulatory",10
"rehabilitation",2
"rehearsal",2
"rehearsals",4
"reinforce",2
"reinforced",1
"reinforces",3
"reinstate",2
"reintroduce",6
"reintroduced",12
"reintroducing",6
"reintroduction",10
"reinvent",2
"reinvention",2
"reinvigorate",2
"reject",2
"rejected",4
"rejecting",2
"rejection",2
"rejects",2
"rejoin",2
"rejoined",2
"relate",2
"relates",10
"relating",10
"relation",6
"relations",2
"relationship",14
"relationships",18
"relative",15
"relatives",6
"relax",5
"relaxation",4
"relaxed",5
"relaxing",5
"relay",4
"release",11
"released",13
"releasing",2
"relentless",2
"relentlessly",2
"relevance",6
"reliability",2
"reliable",12
"reliably",2
"reliance",4
"reliant",2
"relied",2
"relief",4
"relieve",2
"religious",2
"relocated",1
"relocation",2
"reluctant",2
"rely",8
"remain",22
"remainder",2
"remained",6
"remaining",9
"remains",21
"remarkable",8
"remarkably",6
"remedies",2
"remind",1
"reminded",2
"reminder",2
"reminds",1
"remnants",2
"remote",15
"remotely",2
"remoteness",4
"remove",10
"removed",8
"remuneration",8
"renamed",2
"rendered",2
"rendering",2
"renewable",8
"renewal",3
"renewed",2
"renowned",6
"rent",5
"rented",4
"renting",4
"reopen",1
"rep",2
"repainted",1
"repair",7
"repaired",1
"repairing",2
"repairs",4
"repatriation",2
"repeal",2
"repeat",2
"repeated",7
"repeatedly",2
"repeating",4
"repercussions",2
"repertoire",4
"repetition",5
"repetitious",2
"repetitive",1
"replace",7
"replaced",8
"replacement",6
"replacing",9
"replaying",1
"replenish",1
"replenishment",2
"replica",1
"replicas",2
"replicated",2
"replicating",2
"replication",2
"reply",2
"repopulating",2
"report",18
"reported",14
"reports",9
"repositories",2
"represent",14
"representation",2
"representational",4
"representations",2
"representative",1
"represented",7
"representing",4
"represents",4
"reprinting",1
"reproduce",2
"reproduced",12
"reproducing",4
"reproduction",8
"reproductions",8
"reputation",17
"requesting",4
"requirement",4
"requirements",15
"requires",12
"requiring",12
"res",1
"rescue",6
"researching",3
"reseeding",1
"resemblance",2
"resembles",7
"reserve",4
"reserved",2
"reserves",8
"reservoir",12
"reshape",2
"residence",2
"resident",4
"residential",4
"residents",20
"resign",2
"resignation",2
"resilient",2
"resistance",6
"resistant",8
"resisted",2
"resists",1
"resoluteness",1
"resolve",2
"resonance",2
"resonate",2
"resort",4
"resorts",2
"resource",13
"resourcefulness",1
"respect",5
"respects",2
"respiratory",2
"respite",4
"respond",11
"responded",21
"respondents",2
"responding",2
"responds",1
"responses",15
"responsibilities",10
"responsible",20
"responsive",2
"restaurant",17
"restaurants",16
"resting",4
"restless",2
"restoration",6
"restore",9
"restored",7
"restoring",2
"restricted",12
"restricting",2
"restrictions",8
"restricts",1
"resulted",4
"resulting",13
"resuscitation",2
"retail",4
"retailers",3
"retailing",2
"retain",10
"retained",4
"retains",3
"retention",4
"rethink",2
"reticence",2
"retired",4
"retrieval",6
"returnable",1
"returned",19
"returning",7
"returns",6
"reunited",1
"reusing",2
"revamped",2
"reveal",13
"revealing",5
"reveals",4
"revered",2
"reverse",12
"reversed",2
"reversible",4
"reversing",4
"review",4
"reviewed",2
"reviewer",3
"reviewer's",1
"reviewing",2
"reviews",2
"revise",2
"revival",4
"revolutionary",4
"revolutionizing",1
"reward",12
"rewarded",7
"rewarding",5
"rewards",6
"rewritten",2
"rhetoric",2
"rhythm",3
"rhythmic",2
"rich",23
"richer",4
"richest",2
"richness",2
"rid",2
"ride",4
"rides",6
"ridge",2
"riding",20
"rig",2
"rigged",2
"rigging",2
"rightly",2
"rights",6
"rigid",2
"rigs",2
"rim",2
"ring",5
"rings",2
"ripe",4
"risen",4
"rises",2
"rising",6
"risked",4
"risky",6
"rite",2
"ritual",2
"rival",5
"rivalry",2
"rivals",6
"rivers",16
"rm",4
"roasted",2
"robin",4
"robot",4
"robotic",2
"robots",2
"robust",9
"rock",6
"rocks",6
"rocky",4
"rodent",1
"roe",2
"rogers",4
"roles",14
"roll",2
"rolled",2
"rollers",2
"rolling",1
"roman",11
"romance",2
"romantic",2
"romeo",2
"rood",2
"roof",3
"rooftop",4
"rooftops",2
"root",4
"rooted",5
"roots",22
"ropes",6
"rosette",2
"rotate",4
"rotated",2
"rotates",2
"rotating",3
"rough",3
"roughly",7
"round",21
"roundabout",2
"roundly",2
"rounds",1
"routes",13
"routines",2
"routing",1
"rove",2
"row",2
"royal",16
"royalty",2
"rs",11
"rt",10
"rub",2
"rubber",4
"rubbish",2
"rudder",4
"rugby",2
"ruined",4
"ruining",1
"ruins",6
"rule",9
"ruled",3
"ruler",5
"rules",17
"running",21
"runs",8
"rural",11
"rush",1
"sacrificed",1
"sad",2
"sadly",4
"safari",2
"safeguard",2
"safely",1
"safer",1
"safety",22
"sagas",2
"sagebrush",1
"sail",14
"sailed",10
"sailing",19
"sailor",2
"sailors",4
"sails",2
"sake",6
"salamander",4
"salamanders",6
"salaries",12
"salary",5
"sale",2
"sales",10
"salient",1
"salmon",8
"salt",5
"salty",2
"salvage",5
"samples",3
"sand",11
"sandals",3
"sane",2
"sanitation",4
"sank",2
"sap",4
"sapling",2
"sarcophagi",2
"sat",1
"sateen",2
"satellite",4
"satisfactory",1
"satisfy",2
"satisfying",3
"saturated",6
"save",8
"saved",4
"saves",8
"saving",10
"savings",8
"saws",1
"scales",3
"scan",3
"scanner",2
"scanning",2
"scarce",3
"scarcely",2
"scarcer",2
"scarcity",2
"scare",4
"scarecrow",3
"scares",2
"scarf",1
"scary",6
"scatter",2
"scenario",2
